largeur_passage,hauteur_marche,presence_rampe,pente_rampe,surface_sol,eclairage,signalisation,places_parking,distance_transport,assistance_disponible,horaires_adaptes,accessibilite_pmr
120.39005675633722,4.883518807141186,1,9.082642289602642,1,2,1,1,162.92813697307272,0,0,1
163.6060223147195,5.15650757671869,1,8.667996371753851,1,0,0,1,274.0883743917635,0,1,1
112.06029500286132,3.9027464909104363,1,,1,2,1,1,219.53204793662215,0,0,1
200.0,25.0,0,0.0,0,1,1,1,152.65395976564344,1,1,1
138.7700204329502,9.556570544703854,1,6.0450007764908795,0,1,1,3,26.312405395843637,0,1,1
94.28527330751152,0.6951287425174841,1,7.52759954472652,2,1,1,2,377.26898780867833,0,1,1
87.87322505816664,15.899837409860721,0,0.0,1,0,0,2,68.64301690310187,1,1,0
134.47417245729557,5.240030855062753,1,2.2349584970650724,0,1,1,3,499.8846740146121,0,1,1
113.29611644022447,0.5698536329060797,1,6.98400810820592,2,2,0,2,77.09227473010085,0,0,1
141.42001482276277,6.383036573359972,1,3.7378627401300575,1,1,0,1,23.662774648903415,1,1,1
134.19712873720636,4.318799315673946,0,0.0,0,2,1,3,324.21459309541285,0,1,1
117.81513262029382,16.813458259516942,1,6.000447895991576,2,1,1,0,237.75478171748333,1,1,1
94.59618845794785,1.8251945102043377,1,,1,1,1,4,231.474549236645,0,1,1
74.55458325942406,14.010989764193154,1,3.1758487873687393,0,1,0,3,14.049504353561588,0,0,1
106.60455143798937,6.525930609883391,0,0.0,0,1,1,3,317.14201223812626,1,1,1
145.69196382970418,0.4492644715261113,0,0.0,1,2,1,1,,1,0,1
126.42281232390611,25.0,0,0.0,1,0,1,2,95.33245474603306,0,1,0
82.62783663864036,5.749611317208759,1,8.544966661697519,0,1,1,4,366.5732652757282,1,1,1
125.19542777553546,2.7498086252406995,1,2.879658349740112,0,1,0,3,164.51071552450114,0,0,1
131.5595213918651,5.070077857419411,1,10.234648288741907,0,1,1,1,21.412778271576393,0,1,1
93.48427691396601,15.60741758437783,1,5.177479139033033,1,1,1,0,109.95081346347652,1,1,1
124.61175317836583,2.9096324300570537,1,6.291233993653782,0,1,1,1,151.84451595969946,0,1,1
121.74626155338,1.7122455632803164,1,2.21593285502866,0,0,1,0,343.2294135487849,1,1,1
85.71089106508131,1.1055608358201217,1,5.875727867061383,1,2,1,5,49.25354951704556,1,1,2
130.73362081044849,2.8289728625415744,0,0.0,1,2,1,2,237.1522683645973,1,1,1
136.82353579104702,12.114770671808415,1,5.827675791801011,1,0,1,2,241.27543033459847,0,1,1
152.4915372952583,5.103612830884394,0,0.0,0,1,1,2,20.55339080016496,1,1,1
151.6140615610471,2.0647956520387205,1,4.10687096294437,1,2,1,0,10.0,1,0,2
78.66991896128727,1.4539497864286817,1,8.261053239074622,0,2,1,1,130.62939478799257,0,1,1
91.86524880254632,3.2364778627970434,1,6.0616142699959,2,2,0,0,233.72539923510394,0,0,1
135.4510580162598,22.497208468462453,1,9.081504753033546,1,2,0,2,121.2604151465222,1,1,1
135.41357852736627,3.360895358051264,1,4.947035290410154,0,0,1,5,251.77599005487096,0,1,1
135.45143058918143,25.0,1,5.130410613255566,0,2,1,1,146.04950460185842,0,1,1
200.0,5.312287723148597,0,0.0,1,2,0,1,158.89100925220046,0,1,1
137.126715320795,1.5794547706691995,0,0.0,1,1,1,3,,0,0,1
154.06696920541796,17.741547753614146,1,3.573073279694154,1,1,0,1,13.91571425609843,0,0,1
148.62005290479607,4.934755635707585,0,0.0,2,1,0,1,193.6637831851066,0,0,1
139.54173753917394,9.89393359551242,0,0.0,1,1,1,1,215.85511508760587,0,1,1
110.54192266078964,25.0,0,0.0,1,1,1,2,117.19121531783982,1,0,0
142.76907661479802,0.41182312566868984,0,0.0,2,0,1,3,133.80014254348075,0,1,1
96.81524356387285,0.8135562579748158,1,3.212364704251589,1,0,1,2,142.92991958342796,0,1,1
112.89544179779973,10.196785817678983,1,6.368238796656339,1,1,0,2,16.63827917246951,1,0,1
105.4390935651269,2.6483360930401716,1,6.138170385448542,2,1,0,3,165.35175893246023,1,1,1
122.45622418158968,1.6296828100427518,1,0.3787433667638327,0,2,1,2,97.64826529085612,0,1,2
189.43975700020525,0.32126005456000095,1,5.465365953664382,0,0,1,2,138.39272243179096,0,1,2
63.98204422224756,0.17671108014982898,1,6.8968264989582195,2,2,1,4,124.22200314276985,0,0,1
140.5878057112354,11.914970222553826,0,0.0,1,2,1,1,215.954427926525,0,1,1
71.61852386431045,1.1549679136536346,0,0.0,2,2,1,3,57.53387995858391,1,1,1
105.842044026317,5.04469415630964,0,0.0,0,2,0,4,70.1472595637475,0,1,1
152.66851790902098,7.44914010851285,0,0.0,1,0,1,2,74.53996266067065,0,1,1
121.92840057286388,4.473852102192494,0,0.0,0,1,1,3,215.61042405092635,0,1,1
87.66765666212082,0.21984651728244178,1,3.17906516717445,1,0,1,2,84.6109190702215,0,1,1
98.54088872220095,12.241373375388264,1,3.404543248637535,0,2,1,2,29.233490256731397,0,1,1
140.38793246804028,0.08455103121316336,1,3.0757790896091706,0,1,1,3,500.0,1,1,1
98.0890010484859,11.480176668994215,0,0.0,0,1,1,3,101.99966138071098,1,1,1
126.49375768745925,17.902209901309647,1,2.970852981882887,1,2,1,4,17.353398383206546,0,1,1
121.36715519711441,4.536909511384752,0,0.0,0,2,0,2,166.42442577052918,0,0,1
100.4519895718255,6.1350813058001314,1,5.468151611855134,0,2,1,1,201.5785687072249,0,1,1
184.31832267975977,5.185136490753763,1,5.794702853098737,0,1,1,3,104.03894365824192,1,1,2
139.01757066954033,3.943998528981375,0,0.0,0,1,0,1,155.96261665612104,0,0,1
60.0,17.473051884106425,1,5.123145265569454,2,1,0,1,28.433626598529123,1,1,1
125.59362944308283,17.949512989470062,1,7.223203123099367,0,0,1,1,68.81146264123662,0,1,1
100.14640605694836,3.273572867730981,1,6.0751267027622236,0,2,1,3,26.479900324617773,0,1,1
145.5730000438867,7.637545122946026,1,5.695962188734605,2,1,0,2,73.46612931648676,0,1,1
96.22437784701899,20.92824293524385,0,0.0,1,0,1,1,124.10485756043661,0,1,0
116.55790675599303,25.0,1,,1,2,1,0,87.65451955114477,1,0,1
135.1496183694137,5.689821871503237,1,8.57826367087489,1,1,1,0,134.92051456867253,0,1,1
145.97265582510363,4.823889959965979,1,7.3128131309799445,2,2,1,2,104.50075968524116,1,1,2
83.99110778832672,2.613538073505541,0,0.0,0,2,1,1,57.368021761506924,0,0,1
109.96496292477156,25.0,1,9.258637034883224,2,2,1,2,23.22043354171651,0,1,1
105.75164066517132,1.2328056236890768,0,0.0,2,0,0,2,43.687837979674114,0,1,1
100.40012302278865,6.936759029541594,0,0.0,1,1,0,1,33.60532707942093,0,1,1
172.9636272084329,2.6564191444964194,1,3.5830355914618477,1,2,0,5,,1,1,2
132.14945132882866,2.6170211213218573,0,0.0,1,2,1,0,257.192137101787,0,1,1
82.17348136994865,4.1531286440347595,0,0.0,0,1,1,4,191.1531773811442,0,1,1
147.5358584116433,25.0,1,6.866127893482638,0,1,0,3,154.81170730899657,0,0,1
183.664685910379,0.4522775838898683,1,5.627127168356892,2,0,1,3,55.193180970691074,0,1,2
150.9739578165344,6.912277754255284,0,0.0,1,2,1,0,186.1917935442762,1,1,1
74.4189010213796,0.6894507880493917,0,0.0,0,1,1,5,139.36212412768347,1,1,1
105.47297781401247,1.3428139779651436,1,5.462756752123871,1,0,1,2,10.0,0,1,1
158.00733447559867,4.632306708276209,1,3.8227303138819226,1,1,1,0,357.2639190569237,1,1,2
98.76991603143658,5.714314980954,0,0.0,0,1,1,1,12.499715622307527,1,1,1
133.31458284438685,2.3957963381260323,0,0.0,1,2,0,4,104.78665613007358,0,1,1
143.23902160288011,3.0437272382142466,0,0.0,1,0,1,2,107.94497450278065,0,0,1
92.19208585265751,0.727866213179034,1,4.315802620557223,0,0,0,5,272.1073772940135,0,0,1
118.214239318146,2.8902819702041564,0,0.0,2,1,0,5,366.39350032856845,0,1,1
60.0,25.0,1,7.652291232081032,0,1,1,2,421.2032682474333,0,1,0
89.2683707599713,23.16092690796259,1,6.643305319183172,1,0,0,2,126.48118208302415,0,1,0
112.4229554582052,3.262281861779452,0,0.0,0,1,1,2,170.4668584197408,0,1,1
82.56650454105451,6.767663545022845,0,0.0,1,1,1,3,13.902821401313698,1,1,1
168.97233911794905,19.227680236780767,1,5.441299505886157,0,2,1,2,100.38999391134995,0,1,1
77.09575866118102,0.049624173295517306,1,5.258137792784663,0,0,1,0,342.2067886831774,1,1,1
106.79866539909048,13.314683462934857,0,0.0,2,2,1,1,91.23742190696808,1,1,1
123.92221731858274,23.709149746261076,1,7.67066687072967,0,1,1,2,10.820123934471953,1,1,1
163.23819867198347,0.7661487410107347,0,0.0,1,0,1,2,33.59179509748474,0,0,1
76.92413546461682,1.4086264777775677,0,0.0,1,0,1,1,84.18813656001852,0,1,1
154.8949125646488,25.0,1,6.999117816498406,2,1,1,5,40.67848385726681,0,1,1
120.3069918305876,6.169564182855585,0,0.0,1,1,1,0,74.70926080999463,1,0,1
90.55474046856148,0.11438696567607308,0,0.0,0,1,1,2,60.73621144249354,1,1,1
133.86310422789813,2.383281601774606,0,0.0,0,1,0,1,57.61331960581126,0,1,1
125.9717908672041,4.781876764631634,0,0.0,2,1,1,2,14.33869350669379,0,1,1
101.99349368523616,9.44488694915177,0,0.0,2,1,0,1,321.47186623069035,1,1,1
122.09406254970057,10.568859745869721,1,4.288514840096986,0,0,1,3,176.9926739641841,1,1,1
108.44059209414719,25.0,1,3.628156801626288,1,1,1,3,146.4785437196227,1,1,1
123.40552035753744,2.7119286831697065,0,0.0,1,2,1,0,139.8894706589813,1,1,1
139.8639202356314,6.181335299127092,1,2.2925355175617534,2,0,1,1,75.75193872080675,0,1,2
167.58050448436057,6.096952667155724,1,6.924308192119355,2,2,0,1,260.00828114091667,1,1,2
82.86553503519453,4.162231452467488,0,0.0,2,1,1,2,398.9747313057615,1,1,1
183.991001239688,1.4825625696623117,0,0.0,2,2,1,7,10.0,1,1,2
61.437366014324944,25.0,1,4.656165379070019,2,0,1,2,12.376615110507244,0,1,1
115.4464471489325,15.355862047102871,0,0.0,0,2,1,3,168.57826139672233,1,1,1
137.64951619453728,5.5185502593288085,0,0.0,2,1,0,3,40.39122405548447,1,0,1
128.429756032051,7.395499060911114,1,8.766271293556304,1,1,1,1,364.0607676277707,0,1,1
101.31901440538219,2.0625120180650214,0,0.0,2,1,0,0,165.12809921452714,0,1,1
113.75633248928175,6.278365020480814,1,6.36356246517432,1,0,1,1,68.89902567418562,1,1,1
105.20997196023501,9.498764663816829,1,6.5888379553680965,0,2,1,1,80.49394321508176,1,0,1
102.31905729167366,5.791606686287382,1,6.7473068112422965,1,1,1,1,176.1050748656259,0,0,1
145.48806291063073,25.0,1,5.474848681368756,1,0,1,1,22.791685217702177,1,1,1
130.71046457895142,7.560436919884324,1,8.56276679624727,0,0,0,5,322.36618487463437,0,1,1
99.21271214218038,3.708657846189476,0,0.0,0,0,1,5,10.0,1,1,1
146.9879962629975,11.83261328174645,0,,1,1,1,2,500.0,1,1,1
129.2189856262983,1.495095811027615,1,6.895861465545893,0,1,0,3,27.524523537780883,0,0,1
144.3858635651688,3.882768209144267,0,0.0,0,1,1,3,203.2841114656149,1,1,1
138.88886525770837,3.4089223084301574,1,8.705518061229526,0,1,1,2,10.0,0,1,1
95.13014967233784,4.522354373040935,1,8.396450786402575,2,1,1,0,84.6943358948366,1,1,1
103.19456879409091,12.178006024547413,0,0.0,1,1,1,2,149.26506344389435,0,0,1
